season,defense,QB PY avg,P TD avg,QB RY avg,RB1 RY avg,RB2+ RY avg,WR RY avg,RB1 Recep avg,RB1 RecY avg,RB2 Recep avg,RB2 RecY avg,WR1 Recep avg,WR1 RecY avg,WR2 Recep avg,WR2 RecY avg,WR3 Recep avg,WR3 RecY avg,WR4+ Recep avg,WR4+ RecY avg,TE1 Recep avg,TE1 RecY avg,TE2 Recep avg,TE2 RecY avg,QB TD avg,RB1 TD avg,RB2 TD avg,WR1 TD avg,WR2 TD avg,WR3 TD avg,WR4+ TD avg,TE1 TD avg,TE2 TD avg,D/ST TD avg,QB P+R avg,RB R+R avg,QB PY rank,P TD rank,QB RY rank,RB1 RY rank,RB2+ RY rank,WR RY rank,RB1 Recep rank,RB1 RecY rank,RB2 Recep rank,RB2 RecY rank,WR1 Recep rank,WR1 RecY rank,WR2 Recep rank,WR2 RecY rank,WR3 Recep rank,WR3 RecY rank,WR4+ Recep rank,WR4+ RecY rank,TE1 Recep rank,TE1 RecY rank,TE2 Recep rank,TE2 RecY rank,QB TD rank,RB1 TD rank,RB2 TD rank,WR1 TD rank,WR2 TD rank,WR3 TD rank,WR4+ TD rank,TE1 TD rank,TE2 TD rank,D/ST TD rank,QB P+R rank,RB R+R rank,QB *,RB1 *,RB2 *,WR1 *,WR2 *,WR3 *,WR4+ *,TE1 *,TE2 *,D/ST *
2026,DET,410.0,3.0,8.0,46.0,34.0,3.0,7.0,32.0,1.0,-2.0,10.0,182.0,7.0,69.0,3.0,42.0,0.0,0.0,4.0,33.0,3.0,54.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,418.0,110.0,1.0,5.0,22.0,22.5,12.0,8.0,2.5,6.0,18.5,31.5,1.5,1.0,1.0,5.0,4.0,6.0,23.0,23.0,12.0,16.0,4.5,1.0,20.0,25.5,3.0,22.5,4.5,19.0,17.5,7.5,1.5,18.0,1.0,19.5,9.8,15.2,16.9,8.33,3.5,9.67,21.17,11.83,2.33,18.0
2026,GB,151.0,3.0,8.0,59.0,40.0,0.0,0.0,0.0,1.0,1.0,8.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,36.0,2.0,22.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,159.0,100.0,29.0,5.0,22.0,16.0,9.5,20.0,30.0,27.0,18.5,20.0,5.0,7.0,32.0,32.0,30.5,29.5,23.0,23.0,12.0,13.0,11.5,7.0,20.0,14.0,3.0,2.0,20.0,19.0,17.5,7.5,17.5,18.0,29.0,21.0,21.0,21.6,14.4,4.67,28.0,26.33,21.17,10.83,12.0,18.0
2026,HOU,334.0,2.0,23.0,57.0,6.0,0.0,3.0,12.0,0.0,0.0,5.0,100.0,4.0,50.0,1.0,34.0,1.0,1.0,5.0,130.0,1.0,7.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,357.0,75.0,4.0,12.5,13.5,17.0,29.0,20.0,14.5,21.0,28.5,25.5,17.0,5.0,11.5,12.0,23.5,10.0,9.0,12.5,6.0,1.0,20.0,19.5,1.5,25.5,19.0,8.0,20.0,3.0,17.5,22.5,17.5,18.0,5.0,28.0,7.3,21.2,26.0,10.0,14.5,12.17,13.0,9.83,19.0,18.0
2026,IND,324.0,1.0,40.0,144.0,18.0,0.0,1.0,19.0,1.0,10.0,5.0,150.0,1.0,11.0,1.0,53.0,2.0,15.0,4.0,49.0,2.0,17.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,364.0,191.0,5.0,22.5,5.0,3.0,19.5,20.0,24.5,16.5,18.5,11.0,17.0,2.0,30.5,30.5,23.5,2.5,3.0,5.0,12.0,9.0,11.5,12.0,5.0,2.0,19.0,8.0,20.0,19.0,17.5,22.5,17.5,18.0,4.0,5.0,8.3,10.2,14.6,9.0,27.0,15.0,8.5,14.5,13.67,18.0
2026,JAX,205.0,1.0,38.0,33.0,1.0,15.0,2.0,17.0,3.0,25.0,4.0,43.0,2.0,59.0,2.0,26.0,0.0,0.0,2.0,21.0,1.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,243.0,76.0,18.5,22.5,7.0,32.0,30.0,1.0,19.5,19.0,3.5,4.0,24.0,25.0,25.5,9.0,13.0,14.5,23.0,23.0,27.0,23.5,20.0,13.5,20.0,25.5,19.0,22.5,4.5,19.0,17.5,22.5,17.5,18.0,15.0,27.0,16.6,24.6,16.7,23.83,13.0,15.5,21.17,24.33,17.0,18.0
2026,KC,131.0,1.0,2.0,36.0,18.0,5.0,0.0,0.0,4.0,23.0,4.0,42.0,2.0,11.0,1.0,2.0,0.0,0.0,4.0,43.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,133.0,77.0,32.0,22.5,26.5,29.5,19.5,6.5,30.0,27.0,1.5,6.0,24.0,26.0,25.5,30.5,23.5,27.0,23.0,23.0,12.0,12.0,11.5,16.0,20.0,25.5,19.0,22.5,20.0,19.0,17.5,7.5,17.5,18.0,32.0,26.0,26.6,27.6,14.4,24.17,25.33,23.17,21.17,10.5,15.0,18.0
2026,LAC,277.0,1.0,14.0,61.0,41.0,0.0,2.0,9.0,2.0,9.0,8.0,75.0,5.0,56.0,1.0,33.0,0.0,0.0,9.0,95.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,291.0,120.0,6.0,22.5,18.5,14.0,8.0,20.0,19.5,23.0,8.5,12.5,5.0,12.5,6.5,10.0,23.5,11.0,23.0,23.0,1.0,2.0,28.0,28.0,20.0,25.5,3.0,22.5,20.0,19.0,17.5,7.5,17.5,18.0,7.0,15.0,14.8,19.4,9.4,13.33,12.17,17.83,21.17,3.5,24.5,18.0
2026,LAR,205.0,3.0,29.0,68.0,65.0,12.0,5.0,20.0,1.0,5.0,6.0,48.0,6.0,49.0,2.0,50.0,1.0,2.0,2.0,12.0,2.0,19.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,234.0,158.0,18.5,5.0,11.5,11.0,3.0,2.0,7.5,15.0,18.5,17.0,10.5,23.0,3.0,13.0,13.0,5.0,9.0,11.0,27.0,30.5,11.5,8.5,20.0,25.5,19.0,8.0,4.5,3.0,17.5,22.5,17.5,18.0,17.0,8.5,14.4,13.5,13.2,13.83,6.83,7.0,12.5,26.67,12.5,18.0
2026,LV,220.0,0.0,39.0,36.0,-1.0,0.0,4.0,30.0,0.0,0.0,3.0,53.0,5.0,94.0,1.0,25.0,0.0,0.0,2.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.0,65.0,13.0,30.5,6.0,29.5,32.0,20.0,11.0,8.5,28.5,25.5,29.0,21.5,6.5,2.0,23.5,16.0,23.0,23.0,27.0,25.0,28.0,28.0,5.0,25.5,19.0,22.5,20.0,19.0,17.5,22.5,17.5,18.0,11.0,30.0,13.1,20.9,27.0,24.33,9.5,19.5,21.17,24.83,24.5,18.0
2026,MIA,160.0,3.0,-6.0,102.0,42.0,-8.0,6.0,45.0,0.0,0.0,3.0,27.0,2.0,27.0,3.0,23.0,1.0,6.0,6.0,32.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,154.0,189.0,28.0,5.0,32.0,5.5,6.0,32.0,4.0,3.0,28.5,25.5,29.0,30.0,25.5,22.0,4.0,17.0,9.0,9.0,3.0,17.0,28.0,28.0,20.0,6.5,19.0,22.5,20.0,3.0,17.5,22.5,17.5,18.0,30.0,6.0,23.0,5.0,17.0,27.17,22.5,8.0,11.83,14.17,24.5,18.0
2026,MIN,387.0,2.0,0.0,37.0,29.0,0.0,0.0,0.0,0.0,0.0,6.0,95.0,6.0,147.0,3.0,20.0,1.0,10.0,3.0,65.0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,387.0,66.0,2.0,12.5,29.0,28.0,16.0,20.0,30.0,27.0,28.5,25.5,10.5,6.0,3.0,1.0,4.0,19.0,9.0,6.0,19.0,7.0,11.5,2.0,20.0,25.5,19.0,22.5,1.0,19.0,17.5,22.5,17.5,18.0,3.0,29.0,13.3,27.9,23.6,13.0,1.67,14.0,10.83,16.17,10.33,18.0
2026,NE,200.0,1.0,13.0,52.0,32.0,0.0,2.0,6.0,2.0,20.0,8.0,122.0,2.0,35.0,1.0,4.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,110.0,21.0,22.5,20.0,19.0,13.0,20.0,19.5,24.0,8.5,8.0,5.0,4.0,25.5,18.0,23.5,26.0,23.0,23.0,27.0,28.5,28.0,28.0,20.0,25.5,19.0,8.0,20.0,19.0,17.5,22.5,17.5,18.0,21.0,19.5,20.9,21.5,13.6,5.67,21.17,22.83,21.17,26.0,24.5,18.0
2026,NO,206.0,2.0,2.0,156.0,7.0,0.0,5.0,30.0,1.0,11.0,10.0,67.0,4.0,45.0,0.0,0.0,0.0,0.0,5.0,48.0,1.0,5.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,204.0,17.0,12.5,26.5,2.0,27.5,20.0,7.5,8.5,18.5,10.0,1.5,16.0,11.5,14.0,30.5,29.5,23.0,23.0,6.0,10.0,20.0,21.0,20.0,6.5,19.0,2.0,20.0,19.0,17.5,22.5,17.5,18.0,22.0,3.5,19.6,5.6,15.7,6.5,15.17,26.33,21.17,12.83,19.5,18.0
2026,NYG,175.0,2.0,14.0,41.0,14.0,0.0,5.0,31.0,0.0,0.0,5.0,44.0,3.0,28.0,2.0,22.0,2.0,18.0,2.0,14.0,3.0,18.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,86.0,24.0,12.5,18.5,26.5,23.0,20.0,7.5,7.0,28.5,25.5,17.0,24.0,18.0,21.0,13.0,18.0,3.0,3.5,27.0,27.0,4.5,10.5,20.0,6.5,19.0,8.0,20.0,19.0,17.5,22.5,17.5,18.0,25.0,25.0,20.0,14.5,24.2,16.33,19.67,16.67,8.0,25.5,10.83,18.0
2026,NYJ,140.0,1.0,21.0,35.0,12.0,0.0,1.0,-1.0,2.0,12.0,5.0,38.0,4.0,38.0,1.0,11.0,1.0,7.0,4.0,28.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,161.0,58.0,31.0,22.5,15.0,31.0,24.0,20.0,24.5,30.0,8.5,9.0,17.0,28.0,11.5,17.0,23.5,23.0,9.0,7.5,12.0,18.0,20.0,19.5,20.0,25.5,19.0,22.5,20.0,3.0,17.5,22.5,17.5,18.0,28.0,31.0,23.3,28.4,18.3,22.5,16.17,16.5,11.33,17.5,19.0,18.0
2026,PHI,164.0,2.0,31.0,63.0,38.0,0.0,1.0,-7.0,2.0,5.0,4.0,55.0,4.0,64.0,2.0,14.0,1.0,4.0,2.0,16.0,2.0,13.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,195.0,99.0,27.0,12.5,9.0,13.0,11.0,20.0,24.5,32.0,8.5,17.0,24.0,20.0,11.5,6.0,13.0,21.0,9.0,10.0,27.0,26.0,11.5,15.0,20.0,14.0,19.0,8.0,4.5,19.0,17.5,22.5,17.5,18.0,24.0,22.0,18.5,21.1,15.5,17.33,7.33,17.67,12.17,25.17,14.67,18.0
2026,PIT,143.0,1.0,0.0,83.0,31.0,6.0,8.0,90.0,0.0,0.0,2.0,29.0,1.0,19.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,204.0,30.0,22.5,29.0,8.5,14.0,5.0,1.0,1.0,28.5,25.5,32.0,29.0,30.5,27.5,23.5,25.0,23.0,23.0,32.0,32.0,28.0,28.0,20.0,14.0,19.0,22.5,20.0,19.0,17.5,22.5,17.5,18.0,31.0,3.5,26.5,5.6,18.1,27.83,26.0,22.5,21.17,28.83,24.5,18.0
2026,SEA,178.0,1.0,47.0,51.0,11.0,0.0,5.0,44.0,2.0,9.0,5.0,20.0,4.0,51.0,3.0,26.0,0.0,0.0,3.0,26.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,225.0,115.0,23.0,22.5,3.0,20.0,25.0,20.0,7.5,4.0,8.5,12.5,17.0,31.0,11.5,11.0,4.0,14.5,23.0,23.0,19.0,19.5,20.0,22.5,20.0,25.5,19.0,22.5,20.0,19.0,17.5,22.5,1.5,18.0,18.0,17.0,17.3,14.8,16.4,23.5,14.17,12.5,21.17,20.33,14.67,18.0
2026,SF,168.0,0.0,8.0,41.0,73.0,0.0,3.0,24.0,1.0,5.0,5.0,74.0,3.0,26.0,1.0,8.0,0.0,0.0,2.0,12.0,2.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,143.0,25.0,30.5,22.0,26.5,2.0,20.0,14.5,11.0,18.5,17.0,17.0,14.0,18.0,23.5,23.5,24.0,23.0,23.0,27.0,30.5,11.5,8.5,20.0,14.0,19.0,22.5,20.0,19.0,17.5,22.5,17.5,18.0,26.0,10.5,24.7,15.3,13.4,17.83,20.5,22.17,21.17,26.67,12.5,18.0
2026,TB,254.0,1.0,20.0,56.0,20.0,10.0,5.0,22.0,3.0,30.0,3.0,59.0,2.0,12.0,2.0,12.0,1.0,18.0,5.0,78.0,4.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,274.0,128.0,9.0,22.5,16.0,18.0,18.0,3.0,7.5,13.5,3.5,3.0,29.0,19.0,25.5,29.0,13.0,22.0,9.0,3.5,6.0,3.5,1.5,6.0,20.0,14.0,19.0,22.5,20.0,19.0,17.5,7.5,17.5,2.0,10.0,13.0,15.5,13.2,11.3,23.5,24.83,18.0,10.0,5.67,8.33,2.0
2026,TEN,215.0,0.0,7.0,102.0,40.0,0.0,2.0,16.0,0.0,0.0,6.0,79.0,3.0,60.0,1.0,30.0,1.0,7.0,3.0,21.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,222.0,158.0,15.0,30.5,24.0,5.5,9.5,20.0,19.5,20.0,28.5,25.5,10.5,11.0,18.0,8.0,23.5,12.0,9.0,7.5,19.0,23.5,4.5,22.5,20.0,14.0,19.0,22.5,20.0,19.0,17.5,7.5,17.5,18.0,19.0,8.5,21.7,13.5,18.2,14.67,15.33,18.17,11.33,16.67,14.83,18.0
2026,WAS,203.0,3.0,46.0,83.0,7.0,0.0,1.0,-3.0,1.0,8.0,3.0,53.0,2.0,73.0,3.0,-5.0,0.0,0.0,4.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,249.0,95.0,20.0,5.0,4.0,8.5,27.5,20.0,24.5,31.0,18.5,14.0,29.0,21.5,25.5,4.0,4.0,32.0,23.0,23.0,12.0,5.0,28.0,28.0,20.0,25.5,19.0,22.5,4.5,19.0,17.5,1.5,17.5,18.0,12.0,23.0,12.2,22.5,20.4,24.33,11.33,18.33,21.17,6.17,24.5,18.0
