defense,season,week,opponent,QB PY,P TD,QB RY,RB1 RY,RB2+ RY,WR RY,RB1 Recep,RB1 RecY,RB2 Recep,RB2 RecY,WR1 Recep,WR1 RecY,WR2 Recep,WR2 RecY,WR3 Recep,WR3 RecY,WR4+ Recep,WR4+ RecY,TE1 Recep,TE1 RecY,TE2 Recep,TE2 RecY,QB TD,RB1 TD,RB2 TD,WR1 TD,WR2 TD,WR3 TD,WR4+ TD,TE1 TD,TE2 TD,D/ST TD,QB P+R,RB R+R
CLE,2025,4,DET,168,2,-2,91,23,-3,2,6,0,0,7,70,2,40,2,13,0,0,3,39,0,0,0,1,0,2,0,0,0,0,0,1,166,120
CLE,2025,5,MIN,236,1,12,52,18,15,3,4,0,0,7,123,3,27,5,41,0,0,6,38,2,35,0,1,0,0,0,1,0,0,1,0,248,74
CLE,2025,6,PIT,235,2,1,52,37,0,2,11,6,14,4,95,1,12,0,0,0,0,3,18,5,85,0,0,0,1,0,0,0,0,1,0,236,114
CLE,2025,7,MIA,153,0,6,82,11,0,3,16,1,2,1,15,5,30,3,16,2,45,1,1,1,28,0,0,0,0,0,0,0,0,0,0,159,111
CLE,2025,8,NE,282,3,50,34,90,3,1,15,0,0,3,14,3,75,1,44,7,89,1,7,2,38,0,0,0,1,1,0,0,1,0,0,332,139
CLE,2025,10,NYJ,54,1,28,83,10,6,1,42,1,1,0,0,0,0,0,0,2,7,1,4,1,0,0,1,0,0,0,0,0,0,0,2,82,136
CLE,2025,11,BAL,193,0,10,103,31,5,2,19,3,38,3,78,1,11,0,0,0,0,3,32,2,15,0,1,0,0,0,0,0,1,0,0,203,191
CLE,2025,12,LV,285,1,8,50,2,0,8,58,3,18,3,28,4,62,1,14,0,0,6,55,5,50,0,1,0,0,0,0,0,0,0,0,293,128
CLE,2025,13,SF,168,1,6,53,26,6,4,21,2,27,4,39,0,0,2,14,0,0,4,67,0,0,1,1,0,1,0,0,0,0,0,0,174,127
CLE,2025,14,TEN,117,2,4,161,19,0,0,0,2,28,1,14,5,24,2,17,0,0,2,20,2,14,0,2,0,1,1,0,0,0,0,0,121,208
CLE,2025,15,CHI,242,2,13,98,33,0,1,-2,0,0,4,69,0,0,6,84,0,0,4,63,2,28,0,2,0,2,0,0,0,0,0,0,255,129
CLE,2025,16,BUF,130,0,17,117,30,0,1,17,2,20,4,34,1,2,0,0,1,21,0,0,3,36,0,2,1,0,0,0,0,0,0,0,147,184
CLE,2025,17,PIT,168,0,6,64,26,0,0,0,3,12,2,14,3,21,3,25,0,0,5,18,5,78,0,0,0,0,0,0,0,0,0,0,174,102
CLE,2025,18,CIN,236,3,19,72,42,9,4,18,3,10,8,96,6,67,2,10,0,0,2,13,4,22,0,1,0,1,1,0,0,0,0,0,255,142
DAL,2025,1,PHI,152,0,62,60,36,0,4,24,0,0,3,59,3,16,1,8,0,0,7,44,1,1,2,1,0,0,0,0,0,0,0,0,214,120
DAL,2025,2,NYG,450,3,20,15,49,0,4,36,3,10,9,167,8,142,2,61,0,0,4,34,0,0,0,0,1,2,1,0,0,0,0,0,470,110
DAL,2025,3,CHI,298,4,12,33,23,19,3,45,5,25,3,62,3,24,3,101,0,0,1,10,1,31,0,0,1,1,0,1,0,1,0,0,310,126
DAL,2025,4,GB,337,3,28,86,44,6,4,71,4,38,6,58,2,19,5,58,4,31,5,56,1,6,0,2,0,3,0,0,0,0,0,0,365,239
DAL,2025,5,NYJ,283,2,26,113,5,0,4,42,4,29,6,71,3,29,1,3,1,14,9,67,4,28,0,0,1,1,0,0,0,0,0,0,309,189
DAL,2025,6,CAR,199,3,5,183,17,11,4,56,0,0,3,29,1,7,2,11,2,36,4,39,1,21,0,1,0,2,0,0,0,0,0,0,204,256
DAL,2025,7,WAS,219,1,69,33,34,0,1,-1,2,23,3,60,2,59,0,0,4,36,3,37,1,5,1,0,1,0,0,0,0,1,0,0,288,89
DAL,2025,8,DEN,247,4,-2,111,52,18,2,10,1,5,4,67,6,89,0,0,2,40,4,36,0,0,0,0,3,0,2,0,1,0,0,0,245,178
DAL,2025,9,ARI,261,2,4,27,79,9,2,20,1,-1,7,96,3,61,0,0,0,0,5,55,3,30,1,0,0,1,0,0,0,1,0,0,265,125
DAL,2025,11,LV,238,1,14,7,6,0,6,27,2,7,4,47,3,33,1,19,0,0,7,72,4,33,0,0,0,1,0,0,0,0,0,0,252,47
DAL,2025,12,PHI,289,1,33,22,8,0,7,52,0,0,6,89,8,110,0,0,3,10,2,20,1,8,2,0,0,0,1,0,0,0,0,0,322,82
DAL,2025,13,KC,261,4,30,58,16,15,1,22,2,17,2,20,4,61,8,92,0,0,5,45,1,4,0,0,0,1,0,2,0,1,0,0,291,113
DAL,2025,14,DET,309,1,-2,43,60,8,7,77,1,13,6,92,7,96,2,20,0,0,1,4,1,7,0,3,1,0,0,1,0,0,0,0,307,193
DAL,2025,15,MIN,250,2,15,29,35,-2,0,0,3,31,2,22,2,66,3,47,0,0,4,66,1,18,1,0,1,0,0,2,0,0,0,0,265,95
DAL,2025,16,LAC,300,2,42,11,99,0,0,0,1,10,5,44,4,43,4,104,5,64,1,7,3,28,1,0,1,0,1,1,0,0,0,0,342,120
DAL,2025,17,WAS,198,0,10,105,-2,25,0,0,3,12,2,68,5,63,1,15,1,11,3,29,0,0,0,2,0,0,0,0,0,0,0,0,208,115
DAL,2025,18,NYG,230,2,32,103,26,0,8,56,0,0,4,34,0,0,8,102,0,0,2,38,0,0,0,1,1,0,0,0,0,1,0,0,262,185
DEN,2025,1,TEN,112,0,0,60,2,9,1,29,0,0,4,27,2,13,0,0,1,8,3,19,1,16,0,0,0,0,0,0,0,0,0,0,112,91
DEN,2025,2,IND,316,1,2,165,0,0,2,50,0,0,4,40,6,51,4,68,2,20,4,79,1,8,1,1,0,0,0,0,0,0,0,0,318,215
DEN,2025,3,LAC,300,1,6,70,28,2,6,59,0,0,7,65,6,89,4,41,0,0,5,46,0,0,0,1,0,1,0,0,0,0,0,0,306,157
DEN,2025,4,CIN,125,0,4,40,4,5,3,31,0,0,5,23,3,32,1,22,1,9,1,8,0,0,0,0,0,0,0,0,0,0,0,0,129,75
DEN,2025,5,PHI,280,2,3,30,12,0,3,58,1,4,5,43,8,114,1,24,0,0,3,19,2,18,0,1,0,0,0,0,0,1,0,0,283,104
DEN,2025,6,NYJ,45,0,31,59,2,0,0,0,2,5,3,13,3,25,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,76,66
DEN,2025,7,NYG,283,3,11,60,48,0,3,34,0,0,6,95,0,0,0,0,0,0,3,66,3,88,1,1,1,0,0,0,0,1,1,0,294,142
DEN,2025,8,DAL,246,1,31,41,34,2,1,8,0,0,7,78,7,74,2,47,2,5,0,0,3,34,0,2,0,0,0,1,0,0,0,0,277,83
DEN,2025,9,HOU,216,0,19,34,27,-3,0,0,1,2,7,75,3,30,4,26,1,4,6,77,1,2,0,0,0,0,0,0,0,0,0,0,235,63
DEN,2025,10,LV,143,0,7,60,4,7,3,3,1,11,2,28,5,44,1,4,0,0,1,31,3,22,0,1,0,0,0,0,0,0,0,0,150,78
DEN,2025,11,KC,276,1,3,59,0,0,1,3,2,8,4,40,3,25,6,38,1,61,9,91,3,10,0,1,0,0,0,0,0,1,0,0,279,70
DEN,2025,13,WAS,294,2,55,20,71,-3,0,0,2,0,5,64,7,96,0,0,1,5,10,106,3,23,0,0,1,0,1,0,1,0,0,0,349,91
DEN,2025,14,LV,213,2,10,30,0,0,2,8,1,2,2,24,3,41,6,50,1,25,4,46,2,17,0,0,0,0,0,0,1,1,0,0,223,40
DEN,2025,15,GB,276,1,29,73,13,0,2,19,1,6,2,36,3,29,1,6,8,110,4,52,3,18,0,2,0,0,0,0,0,0,0,0,305,111
DEN,2025,16,JAX,279,3,20,50,10,1,4,16,0,0,4,45,2,18,6,145,1,11,5,39,1,5,1,1,0,0,0,1,0,1,0,0,299,76
DEN,2025,17,KC,66,1,11,38,32,1,0,0,3,5,0,0,1,7,3,16,0,0,5,36,1,2,0,0,1,0,0,0,0,0,0,0,77,75
DEN,2025,18,LAC,136,0,69,12,32,0,1,-2,3,8,7,36,2,28,2,24,1,7,2,23,2,12,0,0,0,0,0,0,0,0,0,0,205,50
DET,2025,1,GB,188,2,4,66,5,0,1,4,1,2,3,45,2,68,2,30,3,17,2,16,2,6,0,1,0,1,0,0,0,1,0,0,192,77
DET,2025,2,CHI,234,2,34,63,28,9,3,6,1,8,7,128,5,46,2,12,1,5,2,29,0,0,0,1,0,2,0,0,0,0,0,0,268,105
DET,2025,3,BAL,288,3,35,50,0,0,1,7,3,45,2,13,5,63,1,13,1,34,6,91,2,22,0,1,0,0,1,0,0,2,0,0,323,102
DET,2025,4,CLE,184,0,-1,82,-3,0,4,33,1,4,3,48,1,6,3,58,0,0,2,24,2,11,0,1,0,0,0,0,0,0,0,0,183,116
DET,2025,5,CIN,251,3,31,27,27,0,7,21,2,2,6,110,3,22,5,82,0,0,2,15,1,-1,0,0,0,2,1,0,0,0,0,0,282,77
DET,2025,6,KC,257,3,32,51,23,6,1,0,4,32,4,45,3,57,2,20,0,0,6,78,2,25,1,0,0,2,0,1,0,0,0,0,289,106
DET,2025,7,TB,228,1,-1,38,4,0,4,6,1,2,4,58,7,25,0,0,5,72,7,65,0,0,0,0,0,0,0,0,1,0,0,0,227,50
DET,2025,9,MIN,143,2,12,36,78,16,1,1,2,20,6,47,2,48,1,16,0,0,2,11,0,0,1,0,0,1,0,0,0,1,0,0,155,135
DET,2025,10,WAS,213,2,22,30,41,0,0,0,1,4,4,29,1,41,1,17,3,58,4,54,2,10,0,0,1,1,0,0,0,0,1,0,235,75
DET,2025,11,PHI,135,0,31,83,34,0,1,7,0,0,1,8,7,49,2,43,0,0,2,24,1,4,1,0,0,0,0,0,0,0,0,0,166,124
DET,2025,12,NYG,366,2,13,62,47,0,3,68,0,0,9,156,1,23,2,42,0,0,3,77,0,0,1,0,0,1,0,1,0,0,0,0,379,177
DET,2025,13,GB,234,4,4,83,14,24,1,8,2,9,4,20,6,94,4,80,0,0,1,23,0,0,0,0,0,1,2,1,0,0,0,0,238,114
DET,2025,14,DAL,376,1,14,67,6,4,2,0,0,0,5,37,6,121,9,115,2,26,5,58,2,19,0,1,0,0,0,1,0,0,0,0,390,73
DET,2025,15,LAR,368,2,2,78,71,8,1,10,0,0,9,181,4,71,0,0,1,9,5,75,4,22,0,2,1,0,0,0,0,2,0,0,370,159
DET,2025,16,PIT,266,1,9,143,50,0,2,8,5,78,4,42,1,8,4,49,4,25,0,0,7,56,0,2,1,0,0,0,0,0,0,0,275,279
DET,2025,17,MIN,51,0,16,53,24,65,3,10,0,0,4,30,0,0,0,0,0,0,1,8,1,3,0,1,0,0,1,0,0,0,0,0,67,87
DET,2025,18,CHI,212,2,1,40,14,10,1,8,1,15,1,11,3,35,2,36,0,0,10,91,2,16,0,0,0,0,0,1,0,1,0,0,213,77
GB,2025,1,DET,225,1,-1,19,25,3,10,31,4,18,4,45,4,23,2,16,1,13,6,79,0,0,0,0,0,0,0,0,1,0,0,0,224,93
GB,2025,2,WAS,200,2,17,17,17,0,2,7,0,0,7,44,5,48,1,9,2,21,6,64,1,7,0,0,0,1,0,0,0,1,0,0,217,41
GB,2025,3,CLE,142,0,0,94,2,0,1,1,4,10,1,17,3,26,2,16,2,7,5,40,3,25,0,1,0,0,0,0,0,0,0,0,142,107
GB,2025,4,DAL,319,3,2,85,14,16,3,15,2,17,8,134,4,61,3,30,2,14,7,40,2,8,1,1,0,2,0,0,0,1,0,1,321,131
GB,2025,6,CIN,219,2,0,42,16,-3,2,7,2,16,10,94,5,62,1,5,0,0,4,27,5,8,0,0,0,1,0,0,0,0,1,0,219,81
GB,2025,7,ARI,279,2,26,11,57,0,2,25,3,7,2,58,3,40,2,67,2,5,10,74,1,3,0,0,0,0,0,0,0,2,0,0,305,100
GB,2025,8,PIT,219,2,0,62,31,0,2,11,2,4,5,55,4,28,4,74,2,17,2,17,3,13,0,0,0,1,0,1,0,0,0,0,219,108
GB,2025,9,CAR,102,0,9,130,17,7,2,11,0,0,4,46,1,22,1,8,2,10,0,0,1,5,0,2,0,0,0,0,0,0,0,0,111,158
GB,2025,10,PHI,183,1,27,60,24,0,3,41,2,17,4,69,2,13,0,0,0,0,4,43,0,0,0,0,0,1,0,0,0,0,0,0,210,142
GB,2025,11,NYG,201,0,10,88,44,0,4,51,1,3,4,36,2,18,5,57,0,0,3,36,0,0,1,0,2,0,0,0,0,0,0,0,211,186
GB,2025,12,MIN,87,0,10,42,41,0,0,0,3,16,4,48,0,0,0,0,0,0,4,19,1,4,0,0,0,0,0,0,0,0,0,0,97,99
GB,2025,13,DET,256,2,24,68,32,-5,3,18,2,16,0,0,7,144,2,35,4,36,1,3,1,4,0,0,1,0,1,1,0,0,0,0,280,134
GB,2025,14,CHI,186,2,15,63,57,3,3,19,1,0,1,-4,2,7,4,67,1,24,4,29,3,44,0,0,0,0,1,0,0,1,0,0,201,139
GB,2025,15,DEN,302,4,10,65,3,11,0,0,1,1,7,113,6,85,4,29,4,62,1,12,0,0,0,1,0,1,1,0,2,0,0,0,312,69
GB,2025,16,CHI,250,2,30,58,50,12,2,12,3,43,5,97,2,33,2,21,0,0,3,30,2,14,0,0,0,1,0,1,0,0,0,0,280,163
GB,2025,17,BAL,107,1,60,216,31,0,0,0,4,15,4,30,1,7,0,0,0,0,4,28,3,27,0,4,0,1,0,0,0,0,0,0,167,262
GB,2025,18,MIN,239,0,7,94,32,4,0,0,4,19,8,101,1,8,3,49,1,6,2,29,2,27,0,0,0,0,0,0,1,0,0,0,246,145
HOU,2025,1,LAR,245,1,-2,66,2,6,1,3,1,14,10,130,4,51,1,36,1,4,1,13,2,-6,0,1,0,0,0,0,0,1,0,0,243,85
HOU,2025,2,TB,215,2,33,71,65,0,6,50,2,1,5,56,4,29,4,34,1,20,3,25,0,0,0,0,1,0,1,0,1,0,0,0,248,187
HOU,2025,3,JAX,222,0,9,56,21,0,0,0,1,9,2,55,4,34,1,21,3,23,6,61,3,19,0,1,1,0,0,0,0,0,0,0,231,86
HOU,2025,4,TEN,108,0,22,64,0,-4,3,12,0,0,2,44,2,30,0,0,1,6,1,4,1,12,0,0,0,0,0,0,0,0,0,0,130,76
HOU,2025,5,BAL,179,0,0,33,11,0,0,0,2,14,5,72,0,0,2,46,0,0,2,22,3,25,0,1,0,0,0,0,0,0,0,0,179,58
HOU,2025,7,SEA,213,1,1,66,49,0,0,0,2,6,8,123,1,32,0,0,1,3,1,7,4,42,0,0,2,1,0,0,0,0,0,0,214,121
HOU,2025,8,SF,193,2,23,25,0,0,3,43,1,4,3,44,4,45,2,5,1,7,1,2,4,43,0,0,0,0,0,0,0,1,1,0,216,72
HOU,2025,9,DEN,173,2,36,61,7,-4,1,-2,7,57,4,27,1,30,2,20,1,16,0,0,2,25,0,0,1,0,1,0,0,0,0,0,209,123
HOU,2025,10,JAX,158,1,35,58,5,-4,2,19,2,11,3,41,3,33,0,0,2,33,1,21,0,0,0,1,0,0,1,0,0,0,0,1,193,93
HOU,2025,11,TEN,194,1,33,22,3,0,3,4,5,31,2,11,2,14,1,13,4,36,3,56,4,29,0,0,0,0,0,0,1,0,0,0,227,60
HOU,2025,12,BUF,253,0,20,116,7,0,3,13,4,47,8,110,2,21,1,-3,1,22,3,17,2,26,0,1,0,0,0,0,0,0,0,1,273,183
HOU,2025,13,IND,201,2,1,85,0,0,3,36,0,0,1,13,2,44,4,78,0,0,3,22,1,8,0,0,0,0,0,1,0,1,0,0,202,121
HOU,2025,14,KC,160,0,59,30,37,0,0,0,0,0,4,34,3,55,1,35,3,24,1,8,1,14,0,1,0,0,0,0,0,0,0,0,219,67
HOU,2025,15,ARI,249,3,6,-2,68,0,0,0,6,38,5,54,1,19,0,0,0,0,12,134,3,4,0,0,0,1,0,0,0,2,0,0,255,104
HOU,2025,16,LV,201,2,0,128,6,11,1,60,1,3,4,43,1,6,2,43,1,3,5,33,1,10,0,2,0,0,0,0,0,1,0,0,201,197
HOU,2025,17,LAC,236,1,37,29,1,7,8,31,0,0,1,17,1,31,5,98,1,8,3,32,2,19,0,1,0,0,0,0,0,1,0,0,273,61
HOU,2025,18,IND,270,2,21,26,34,-5,2,13,2,24,2,11,4,61,4,132,0,0,5,26,3,22,1,0,0,0,0,2,0,0,0,0,291,97
IND,2025,1,MIA,146,1,10,55,4,9,3,20,2,0,4,40,2,20,4,30,2,16,2,20,0,0,0,1,0,0,0,0,0,0,0,0,156,79
IND,2025,2,DEN,206,3,20,76,11,11,1,9,3,35,8,89,1,6,2,24,3,21,1,12,3,10,0,1,0,1,0,1,0,0,1,0,226,131
IND,2025,3,TEN,219,1,12,45,26,3,2,14,0,0,1,27,4,38,3,2,5,45,5,66,3,27,0,1,0,0,1,0,0,0,0,0,231,85
IND,2025,4,LAR,375,3,4,77,21,0,3,17,2,-5,13,170,4,56,1,7,1,88,2,25,3,17,0,0,0,1,1,0,1,0,0,0,379,110
IND,2025,5,LV,228,0,8,67,22,9,5,42,0,0,4,32,4,62,0,0,4,36,5,36,3,20,0,0,0,0,0,0,0,0,0,0,236,131
IND,2025,6,ARI,320,2,19,34,35,0,2,30,1,20,2,32,4,44,5,79,3,9,8,72,2,34,0,0,1,0,0,0,1,1,0,0,339,119
IND,2025,7,LAC,420,3,31,20,3,0,4,15,2,2,11,119,9,67,2,30,2,23,7,164,0,0,0,0,0,1,0,1,0,1,0,0,451,40
IND,2025,8,TEN,259,1,4,44,64,1,1,9,3,23,4,52,7,93,1,6,0,0,4,53,2,23,0,0,1,0,0,0,0,0,1,0,263,140
IND,2025,9,PIT,203,1,0,31,3,0,2,-2,5,44,2,6,5,56,1,4,0,0,3,25,7,70,0,2,0,0,0,0,0,0,1,0,203,76
IND,2025,10,ATL,177,1,-1,84,57,0,2,4,0,0,6,104,1,17,0,0,0,0,2,38,1,14,0,0,2,1,0,0,0,0,0,0,176,145
IND,2025,12,KC,352,0,30,104,13,0,3,26,5,40,1,10,4,59,8,141,1,8,4,43,3,25,0,1,0,0,0,0,0,0,0,0,382,183
IND,2025,13,HOU,276,0,0,64,34,7,1,3,0,0,5,98,5,65,2,39,0,0,7,55,2,16,0,0,1,1,0,0,0,0,0,0,276,101
IND,2025,14,JAX,247,2,15,74,5,9,1,8,2,8,4,39,3,87,5,78,0,0,3,27,0,0,0,2,0,1,0,1,0,0,0,0,262,95
IND,2025,15,SEA,271,0,5,17,31,-3,1,2,0,0,7,113,5,74,5,46,0,0,3,27,1,9,0,0,0,0,0,0,0,0,0,0,276,50
IND,2025,16,SF,295,5,8,117,20,0,6,29,0,0,5,71,3,27,2,23,1,23,7,115,1,7,0,2,0,1,0,1,0,1,0,1,303,166
IND,2025,17,JAX,263,0,26,76,24,-5,2,16,0,0,6,39,4,39,8,115,0,0,3,54,0,0,2,0,0,0,0,0,0,0,0,0,289,116
IND,2025,18,HOU,205,1,17,48,69,0,2,0,1,6,2,23,5,84,1,-3,1,13,4,73,1,9,1,0,0,1,0,0,0,0,0,1,222,123
JAX,2025,1,CAR,154,1,40,57,16,0,3,32,2,4,5,68,3,10,2,11,0,0,2,27,1,2,0,1,0,0,0,0,0,0,0,0,194,109
JAX,2025,2,CIN,317,3,1,47,0,0,2,18,0,0,14,165,3,56,1,12,1,13,3,28,4,25,1,0,0,1,1,0,1,0,0,0,318,65
JAX,2025,3,HOU,204,1,22,38,27,0,3,2,1,9,8,104,3,25,3,16,2,9,5,39,0,0,0,0,0,1,0,0,0,0,0,0,226,76
JAX,2025,4,SF,309,2,13,49,21,0,6,92,3,32,4,46,2,24,1,17,1,20,3,58,2,20,0,1,0,0,0,0,0,1,0,0,322,194
JAX,2025,5,KC,318,1,60,36,53,9,3,20,4,40,4,48,3,90,2,17,6,42,7,61,0,0,1,0,2,0,0,0,0,1,0,0,378,149
JAX,2025,6,SEA,295,2,2,34,24,0,1,3,1,13,8,162,2,40,0,0,0,0,3,71,1,6,0,0,0,1,1,0,0,0,0,0,297,74
JAX,2025,7,LAR,182,5,-2,54,37,0,2,11,1,6,5,35,2,9,2,15,1,5,3,19,5,82,0,0,0,3,0,0,1,0,1,0,180,108
JAX,2025,9,LV,284,4,9,42,0,0,5,47,1,14,4,23,3,38,0,0,0,0,12,127,4,35,0,1,0,0,0,0,0,3,0,0,293,103
JAX,2025,10,HOU,292,2,20,47,63,0,1,5,2,18,7,136,5,42,1,3,4,35,7,53,0,0,1,0,1,0,1,0,0,1,0,1,312,133
JAX,2025,11,LAC,118,0,22,13,7,0,2,-1,1,0,4,53,3,13,0,0,1,12,2,41,0,0,0,0,0,0,0,0,0,0,0,0,140,19
JAX,2025,12,ARI,315,1,20,12,28,-5,4,20,3,30,10,118,6,53,1,9,0,0,9,79,1,6,0,1,0,0,1,0,0,0,0,1,335,90
JAX,2025,13,TEN,141,0,7,60,-1,1,1,3,6,25,1,5,1,8,3,20,2,28,4,29,6,23,0,0,0,0,0,0,0,0,0,0,148,87
JAX,2025,14,IND,205,0,9,74,4,0,0,0,2,5,9,79,5,80,4,23,1,3,2,15,0,0,1,1,0,0,0,0,0,0,0,0,214,83
JAX,2025,15,NYJ,176,1,39,23,68,0,2,14,1,7,6,58,4,25,6,53,1,6,2,13,0,0,0,0,1,1,0,0,0,0,0,0,215,112
JAX,2025,16,DEN,352,1,11,50,37,3,4,71,1,2,6,86,4,66,3,26,6,51,2,36,2,14,0,1,0,1,0,0,0,0,0,0,363,160
JAX,2025,17,IND,147,1,-1,70,0,0,3,14,1,4,2,16,2,34,0,0,0,0,5,43,4,36,0,1,0,0,0,0,0,0,1,0,146,88
JAX,2025,18,TEN,124,0,11,48,18,0,3,17,7,9,3,50,3,27,1,5,0,0,2,2,1,14,1,0,0,0,0,0,0,0,0,0,135,92
KC,2025,1,LAC,318,3,32,48,5,3,2,13,1,5,7,68,6,74,5,79,1,11,2,50,1,18,0,0,0,1,0,2,0,0,0,0,350,71
KC,2025,2,PHI,101,0,15,88,19,0,2,6,0,0,4,53,5,27,1,4,1,0,1,6,1,5,1,1,0,0,0,0,0,0,0,0,116,113
KC,2025,3,NYG,160,0,30,60,40,0,6,61,2,7,2,13,1,26,4,30,0,0,1,10,2,13,0,1,0,0,0,0,0,0,0,0,190,168
KC,2025,4,BAL,199,1,48,42,76,0,2,16,5,41,7,74,1,24,0,0,1,14,7,30,0,0,0,0,2,0,0,0,0,0,0,0,247,175
KC,2025,5,JAX,221,1,54,49,6,0,3,9,1,5,4,80,3,64,2,16,2,15,1,22,2,10,2,0,0,0,0,1,0,0,0,1,275,69
KC,2025,6,DET,203,2,7,65,24,2,1,0,2,37,9,45,6,66,0,0,0,0,5,55,0,0,0,0,0,0,1,0,0,1,0,0,210,126
KC,2025,7,LV,75,0,1,21,3,0,1,13,2,3,5,33,0,0,2,13,0,0,1,10,1,3,0,0,0,0,0,0,0,0,0,0,76,40
KC,2025,8,WAS,213,1,28,25,6,1,0,0,5,64,3,11,1,0,3,54,3,24,4,16,2,44,0,0,0,0,0,1,0,0,0,0,241,95
KC,2025,9,BUF,273,1,19,114,8,0,1,11,2,12,7,43,2,17,1,28,2,13,6,101,2,48,2,0,1,0,0,0,0,1,0,0,292,145
KC,2025,11,DEN,295,0,8,30,19,2,3,20,3,9,4,84,4,59,0,0,5,82,4,33,1,8,0,0,1,0,0,0,0,0,0,0,303,78
KC,2025,12,IND,181,2,16,58,0,0,2,8,0,0,5,27,1,26,2,10,1,48,5,45,3,17,0,0,0,1,0,0,0,0,1,0,197,66
KC,2025,13,DAL,320,2,-2,59,47,33,3,21,0,0,6,88,7,112,3,34,2,28,5,36,1,1,0,1,1,0,1,0,0,0,0,0,318,127
KC,2025,14,HOU,203,1,5,68,8,1,2,8,0,0,4,121,3,34,0,0,3,18,3,22,0,0,0,1,1,0,0,0,0,0,0,0,208,84
KC,2025,15,LAC,210,1,0,33,61,0,1,15,1,4,5,36,2,20,3,49,3,25,4,61,0,0,0,0,0,0,0,0,1,0,0,0,210,113
KC,2025,16,TEN,228,2,9,102,53,0,0,0,5,53,3,58,3,40,2,24,0,0,6,44,2,9,0,0,1,0,1,0,0,1,0,0,237,208
KC,2025,17,DEN,182,1,42,43,43,0,5,33,0,0,4,40,4,17,3,10,4,37,4,21,2,24,1,1,0,0,0,0,0,0,0,0,224,119
KC,2025,18,LV,105,0,16,87,8,7,3,7,1,5,2,30,1,5,0,0,1,11,3,47,0,0,0,0,0,0,0,0,0,0,0,0,121,107
LAC,2025,1,KC,258,1,57,25,16,0,2,3,2,10,10,99,5,55,2,41,0,0,2,47,1,3,1,0,0,0,0,0,0,1,0,0,315,54
LAC,2025,2,LV,180,0,20,43,-2,7,3,1,4,32,6,68,3,12,1,20,0,0,5,38,2,9,0,0,0,0,0,0,0,0,0,0,200,74
LAC,2025,3,DEN,153,1,33,83,2,0,1,0,3,14,6,118,2,8,1,4,0,0,1,9,0,0,0,1,0,1,0,0,0,0,0,0,186,99
LAC,2025,4,NYG,119,1,54,79,28,0,2,11,0,0,2,20,3,14,3,44,0,0,3,17,1,13,1,0,0,0,0,0,0,1,0,0,173,118
LAC,2025,5,WAS,231,1,39,111,13,0,2,39,1,12,8,96,1,16,1,50,1,9,0,0,1,9,0,2,0,1,0,0,0,0,0,0,270,175
LAC,2025,6,MIA,205,1,4,128,4,1,4,22,2,23,6,95,4,22,0,0,0,0,2,12,4,39,0,2,0,0,0,0,0,1,0,0,209,177
LAC,2025,7,IND,288,2,7,94,19,0,3,38,1,8,7,58,5,98,1,8,1,3,4,69,1,6,0,3,0,1,0,0,0,1,0,0,295,159
LAC,2025,8,MIN,157,1,0,3,31,0,1,3,4,23,7,74,3,26,0,0,0,0,2,26,1,5,0,0,0,0,1,0,0,0,0,0,157,60
LAC,2025,9,TEN,145,0,6,56,26,0,1,12,3,36,3,46,1,5,1,21,0,0,2,10,1,15,0,0,0,0,0,0,0,0,0,2,151,130
LAC,2025,10,PIT,161,1,0,70,3,0,2,21,2,4,3,35,2,14,2,35,0,0,1,4,4,48,0,0,0,0,0,1,0,0,0,0,161,98
LAC,2025,11,JAX,153,1,9,73,110,0,0,0,0,0,5,64,2,20,0,0,4,33,2,25,1,11,1,2,1,0,0,0,1,0,0,0,162,183
LAC,2025,13,LV,165,2,-6,31,6,0,6,30,0,0,3,20,1,11,1,11,2,22,4,63,1,8,0,0,0,0,0,0,0,2,0,0,159,67
LAC,2025,14,PHI,240,0,8,122,4,0,0,0,1,3,6,100,4,37,1,3,1,19,8,78,0,0,0,1,0,0,0,0,0,0,0,0,248,129
LAC,2025,15,KC,211,0,15,12,22,0,1,8,0,0,7,51,2,35,2,47,0,0,7,70,0,0,1,0,0,0,0,0,0,0,0,0,226,42
LAC,2025,16,DAL,255,2,21,34,23,13,2,9,1,14,7,130,6,51,2,18,2,14,3,19,0,0,0,0,0,1,0,1,0,0,0,0,276,80
LAC,2025,17,HOU,244,2,0,71,37,10,1,4,0,0,3,57,2,88,2,1,5,75,3,19,0,0,0,0,0,0,1,0,1,0,0,0,244,112
LAC,2025,18,DEN,141,0,49,28,39,0,1,5,3,45,1,5,0,0,2,10,4,31,3,45,0,0,0,0,0,0,0,0,0,0,0,1,190,117
LAR,2025,1,HOU,188,0,32,60,17,5,0,0,2,17,3,25,2,32,2,30,3,34,3,28,4,22,0,0,0,0,0,0,0,0,0,0,220,94
LAR,2025,2,TEN,175,1,8,92,0,9,0,0,0,0,3,57,4,56,2,-1,4,19,4,35,2,9,0,0,0,0,1,0,0,0,0,0,183,92
LAR,2025,3,PHI,226,3,40,46,0,0,4,9,0,0,6,109,8,60,1,7,1,8,1,33,0,0,1,0,0,1,1,0,0,1,0,0,266,55
