player,team,slot,injury,pos_row,depth
Ronnie Rivers,LAR,RB3,1,RB,3
Jarquez Hunter,LAR,RB4,1,RB,4
Puka Nacua,LAR,WR1,1,WR1,1
Xavier Smith,LAR,WR4+,1,WR1,2
Tyler Scott,LAR,WR4+,1,WR1,3
Tru Edwards,LAR,WR4+,1,WR1,4
Davante Adams,LAR,WR2,1,WR2,1
Konata Mumpfield,LAR,WR4+,1,WR2,2
Mario Williams,LAR,WR4+,1,WR2,3
Jordan Whittington,LAR,WR3,1,WR3,1
CJ Daniels,LAR,WR4+,1,WR3,2
Brennan Presley,LAR,WR4+,1,WR3,3
Colby Parkinson,LAR,TE1,1,TE,1
Tyler Higbee,LAR,TE2,1,TE,2
Terrance Ferguson,LAR,TE3,1,TE,3
Max Klare,LAR,TE4,1,TE,4
Alaric Jackson,LAR,LT1,1,LT,1
David Quessenberry,LAR,LT2,1,LT,2
AJ Arcuri,LAR,LT3,1,LT,3
Steve Avila,LAR,LG1,1,LG,1
Beaux Limmer,LAR,LG2,1,LG,2
Wyatt Bowles,LAR,LG3,1,LG,3
Bill Murray,LAR,LG4,1,LG,4
Coleman Shelton,LAR,C1,1,C,1
Dylan McMahon,LAR,C2,1,C,2
Austin Blaske,LAR,C3,1,C,3
Kevin Dotson,LAR,RG1,1,RG,1
Justin Dedich,LAR,RG2,-1,RG,2
Blake Hance,LAR,RG3,1,RG,3
Warren McClendon Jr.,LAR,RT1,1,RT,1
Keagen Trost,LAR,RT2,1,RT,2
Bryce Henderson,LAR,RT3,1,RT,3
Brock Purdy,SF,QB1,1,QB,1
Mac Jones,SF,QB2,0,QB,2
Kurtis Rourke,SF,QB3,1,QB,3
Adrian Martinez,SF,QB4,1,QB,4
Christian McCaffrey,SF,RB1,1,RB,1
Jordan James,SF,RB2,1,RB,2
Kaelon Black,SF,RB3,1,RB,3
Isaac Guerendo,SF,RB4,-1,RB,4
Mike Evans,SF,WR1,1,WR1,1
De'Zhaun Stribling,SF,WR4+,1,WR1,2
Jacob Cowing,SF,WR4+,1,WR1,3
Colton Dowell,SF,WR4+,1,WR1,4
Ricky Pearsall,SF,WR2,1,WR2,1
Demarcus Robinson,SF,WR4+,1,WR2,2
Brandon Aiyuk,SF,WR4+,-1,WR2,3
Junior Bergen,SF,WR4+,1,WR2,4
Christian Kirk,SF,WR3,0,WR3,1
Jordan Watkins,SF,WR4+,1,WR3,2
Malik Turner,SF,WR4+,1,WR3,3
Wesley Grimes,SF,WR4+,1,WR3,4
George Kittle,SF,TE1,-1,TE,1
Jake Tonges,SF,TE2,1,TE,2
Luke Farrell,SF,TE3,1,TE,3
Brayden Willis,SF,TE4,1,TE,4
Kyle Juszczyk,SF,FB1,1,FB,1
Trent Williams,SF,LT1,1,LT,1
Austen Pleasants,SF,LT2,1,LT,2
Vederian Lowe,SF,LT3,0,LT,3
Isaac Alarcon,SF,LT4,1,LT,4
Robert Jones,SF,LG1,1,LG,1
Connor Colby,SF,LG2,1,LG,2
Nick Zakelj,SF,LG3,1,LG,3
Jake Brendel,SF,C1,1,C,1
Brett Toth,SF,C2,1,C,2
Drake Nugent,SF,C3,1,C,3
Dominick Puni,SF,RG1,1,RG,1
Carver Willis,SF,RG2,1,RG,2
Colton McKivitz,SF,RT1,1,RT,1
Enrique Cruz Jr.,SF,RT2,1,RT,2
Brandon Parker,SF,RT3,1,RT,3
Sam Darnold,SEA,QB1,1,QB,1
Drew Lock,SEA,QB2,1,QB,2
Jalen Milroe,SEA,QB3,1,QB,3
Zach Charbonnet,SEA,RB1,-1,RB,1
Jadarian Price,SEA,RB2,1,RB,2
George Holani,SEA,RB3,1,RB,3
Emanuel Wilson,SEA,RB4,1,RB,4
Jaxon Smith-Njigba,SEA,WR1,1,WR1,1
Tory Horton,SEA,WR4+,1,WR1,2
Cody White,SEA,WR4+,1,WR1,3
Montorie Foster Jr.,SEA,WR4+,1,WR1,4
Rashid Shaheed,SEA,WR2,1,WR2,1
Jake Bobo,SEA,WR4+,1,WR2,2
Ricky White III,SEA,WR4+,1,WR2,3
Rashad Rochelle,SEA,WR4+,1,WR2,4
Cooper Kupp,SEA,WR3,1,WR3,1
Emmanuel Henderson Jr.,SEA,WR4+,1,WR3,2
Irv Charles,SEA,WR4+,1,WR3,3
AJ Barner,SEA,TE1,1,TE,1
Elijah Arroyo,SEA,TE2,1,TE,2
Eric Saubert,SEA,TE3,1,TE,3
Nick Vannett,SEA,TE4,1,TE,4
Robbie Ouzts,SEA,FB1,1,FB,1
Brady Russell,SEA,FB2,1,FB,2
Charles Cross,SEA,LT1,1,LT,1
Josh Jones,SEA,LT2,1,LT,2
Logan Brown,SEA,LT3,1,LT,3
Grey Zabel,SEA,LG1,1,LG,1
Beau Stephens,SEA,LG2,1,LG,2
Jalen Sundell,SEA,C1,1,C,1
Olu Oluwatimi,SEA,C2,1,C,2
Federico Maranges,SEA,C3,1,C,3
Anthony Bradford,SEA,RG1,1,RG,1
Christian Haynes,SEA,RG2,1,RG,2
Bryce Cabeldue,SEA,RG3,1,RG,3
Abraham Lucas,SEA,RT1,1,RT,1
Amari Kight,SEA,RT2,1,RT,2
Mason Richman,SEA,RT3,1,RT,3
Bobby Hart,SEA,RT4,1,RT,4
